"","substanceBXH","geneSymbol","LocusLinkID","moduleColor","GS.weight","p.GS.weight","MM.brown","p.MM.brown","MM.red","p.MM.red","MM.salmon","p.MM.salmon","MM.blue","p.MM.blue","MM.black","p.MM.black","MM.turquoise","p.MM.turquoise","MM.tan","p.MM.tan","MM.yellow","p.MM.yellow","MM.midnightblue","p.MM.midnightblue","MM.cyan","p.MM.cyan","MM.lightcyan","p.MM.lightcyan","MM.grey","p.MM.grey","MM.lightgreen","p.MM.lightgreen","MM.pink","p.MM.pink","MM.greenyellow","p.MM.greenyellow","MM.purple","p.MM.purple","MM.magenta","p.MM.magenta","MM.grey60","p.MM.grey60","MM.green","p.MM.green"
"MMT00046207","MMT00046207","Slc6a6",21366,"green",-0.268763404828412,0.00168949537248245,-0.110399869688275,0.204126079741383,-0.136838533258608,0.11488617643237,-0.160992822523174,0.0631252710833729,-0.0132666411358172,0.879076201381127,0.461948260955066,1.92711027488652e-08,0.52334026641112,8.71349129232294e-11,-0.304110264207289,0.000353799775625012,-0.00323645032284876,0.970394329698892,0.347301997373808,3.93314559317608e-05,-0.391464116947071,2.90939839946408e-06,0.492170023531845,1.54354847645094e-09,-0.200591536347801,0.0201290829301651,-0.0429171799544042,0.622454357378184,-0.549590597065139,6.10952935810751e-12,0.0486769805232522,0.576483184246398,-0.171807140865427,0.0471484487003228,-0.0451109251747899,0.604759682011716,-0.0285894705295709,0.742977013703638,0.729361751482914,1.63392560172624e-23
"MMT00041698","MMT00041698","Nmnat",66454,"green",0.266869549159754,0.00182683456368507,0.338197477643065,6.4241632853193e-05,0.146740004852509,0.090665853091004,0.24409792145444,0.00447905485428723,-0.00918022140486949,0.916157309833092,0.270147011317274,0.001595168399723,0.382952860003508,4.95232546682048e-06,-0.201090243029573,0.019815054248751,0.0423513314138495,0.627054230996514,0.44165346249658,9.19883101901716e-08,-0.155113317720196,0.0735194932724564,0.562235898957791,1.56057583529975e-12,-0.162044815967515,0.0613986537236647,-0.0337722951004784,0.698467117109821,-0.5656514532909,1.06868939035236e-12,-0.0183901347195367,0.832961694745497,-0.346593828040878,4.08837510883631e-05,-0.0729799895768379,0.402026205134702,-0.167506556206729,0.0530450541261602,0.732560584953332,8.38581584949559e-24
"MMT00044497","MMT00044497","Pcyt1a",13026,"green",0.262743354799229,0.00216180086049329,0.180526460691919,0.036856629938665,0.225846735586757,0.00869385461587366,0.128889506006274,0.137749506185036,-0.00458593377079457,0.958059420481317,0.23519892958108,0.00622661176308652,-0.151104489663122,0.0813694122688403,0.211241069532064,0.014281752746428,0.0372172496323037,0.669428439092603,0.833318116257115,8.64840552219269e-36,0.251297339823719,0.00340191095005599,0.270533763025687,0.00156967268981895,0.0486537271246568,0.576665555382741,-0.0516845194232994,0.553125614434748,-0.216179789298341,0.0121156906135416,0.0694674443583749,0.425117620592683,0.204201846969958,0.0179496242388057,-0.0907673368892523,0.296939513838432,0.166475128400768,0.0545463620387826,0.652740810055459,1.27787371707031e-17
"MMT00009945","MMT00009945",NA,NA,"green",-0.262300747375236,0.00220085329690124,-0.242936000682357,0.00467900141391935,-0.249307692819459,0.0036734491237471,-0.29029475870488,0.000667729113189041,-0.133463100647761,0.124205365496078,0.531741710198047,3.81545893055081e-11,0.589025060253299,7.09962944262107e-14,-0.52566789552183,6.94723209243172e-11,-0.14392938659347,0.0970866912666662,0.149082265033381,0.0855770043985032,-0.535573024491593,2.59832930120938e-11,0.631290888652969,2.91102984663224e-16,-0.12891837824138,0.137660610151797,-0.0826458895327333,0.34243870183882,-0.429032428356243,2.31271501698587e-07,0.0464533651764186,0.594042866007578,-0.203343274704776,0.0184484998342546,-0.0819936534336544,0.346274555808568,-0.092196720175356,0.289365765507859,0.673648703484899,4.71688779139279e-19
"MMT00068696","MMT00068696","Zfp369",170936,"green",-0.26149896192668,0.00227322822335694,-0.233285629081622,0.00667351500951539,-0.204430015251229,0.0178190277555854,-0.205129010617625,0.0174240541867838,-0.121105579877264,0.163347593487305,0.515679008259795,1.81464966920143e-10,0.482233406994566,3.63747477245018e-09,-0.373046052361058,9.02974316228671e-06,-0.157138263646242,0.0697936730217856,0.272129186948712,0.00146837197275336,-0.235512459808137,0.00615597484881005,0.569237632352706,7.14766104730977e-13,0.0464601365257508,0.593989028007845,0.357205266839162,2.26671760072129e-05,-0.370415408632362,1.05565701302783e-05,-0.0916163023255498,0.292425519255639,-0.200517826211208,0.0201758594476899,-0.0815759809914952,0.34874507434151,-0.195810765190323,0.023363714409619,0.605415468863053,9.27593965591068e-15
"MMT00059006","MMT00059006","Map3k5",26408,"green",-0.252469351266987,0.00325054790968136,-0.30401398890913,0.000355408155627928,-0.353154760766339,2.84613489914378e-05,-0.281687691584924,0.000976354695799205,-0.266693487293591,0.001840104029189,0.468552334202325,1.13322467214843e-08,0.73513202152303,4.87126247996416e-24,-0.502270448162417,6.27628946559057e-10,-0.0119759385105912,0.890763918367776,-0.0549107915214701,0.528590563840938,-0.648949940508845,2.26111202134733e-17,0.645434813036606,3.81081099517187e-17,-0.185761355703293,0.031639338509226,-0.0252133010206477,0.772446191291622,-0.565134516964762,1.13203312916774e-12,0.030441962128279,0.726961153662226,-0.378893696976164,6.3493104137527e-06,-0.0229373439483801,0.79249969835627,-0.114158557916127,0.189048701571007,0.575526958069289,3.48867367629906e-13
"MMT00023162","MMT00023162","Fvt1",70750,"green",0.249278606562017,0.00367755920401264,0.400140453720128,1.66573319244179e-06,0.319855707823494,0.000164973879660084,0.0493343656253904,0.571338623961414,0.243623836854083,0.00455969344841141,0.276574743763625,0.0012167166722364,0.0517672519654365,0.552489623862183,-0.241725254502889,0.00489581339252571,-0.23863088875324,0.00549129883775079,0.340690919643231,5.62491514751569e-05,-0.104346259783211,0.230194710825022,0.422854415445314,3.58315600812371e-07,0.0545096951068359,0.531610728181064,0.00380864157901918,0.965163209769847,-0.0977810064580878,0.261017918067197,0.0505088790234043,0.5622012650005,-0.0336423442600474,0.699571429258303,-0.0446411237850976,0.60853029212802,-0.163508386094416,0.0590610139489007,0.520503349186523,1.14576173223042e-10
"MMT00060382","MMT00060382","Gucy1a3",60596,"green",0.2455300282425,0.00424316315697196,0.501561065731247,6.69219628424174e-10,0.350126827862229,3.36729807815482e-05,0.178615534042068,0.0389334954641688,0.249371427574857,0.00366445741414537,0.154661864059231,0.0743716928706532,0.0735672771832376,0.398239305621647,0.020010239252015,0.818489541675203,0.0500903842445704,0.56544901467692,0.578654114144373,2.42824026721682e-13,0.0139691066459869,0.872725921021858,0.233629882116254,0.00659106162722624,0.0647881614371701,0.457038148632545,-0.135887024933712,0.117456353454414,-0.339345811182522,6.0437150739416e-05,0.143834759222607,0.0973089640264355,-0.041028871520282,0.637860531911568,-0.0307682054871578,0.724152539035914,-0.0223169939827112,0.797989842146528,0.5947248378222,3.54436199793437e-14
"MMT00059743","MMT00059743","Ralb",64143,"green",0.245130187728195,0.00430787629527736,0.303779085415524,0.000359360874279787,0.222018995329571,0.00993052401275155,0.0879457568312523,0.312271364876213,0.214939840512422,0.0126305386130429,0.195151436287336,0.0238430544677961,0.357098084013338,2.28050330597243e-05,-0.128873721455805,0.137798124446311,0.104490049345016,0.229549569178091,0.52784733553304,5.61067894439781e-11,-0.0659532428130357,0.44896824339488,0.522508070503542,9.44464051617211e-11,-0.14011967984963,0.1063576091318,-0.113736559608397,0.19069985230669,-0.571731785028755,5.387927479629e-13,-0.0654345607640242,0.452550969516419,-0.263222542541927,0.00212022974918274,-0.0739206137292079,0.39597122136708,-0.0251089961673725,0.773362057298943,0.720409534362738,1.00571235520937e-22
"MMT00005990","MMT00005990","1810015C04Rik",66270,"green",-0.244310558206649,0.0044433035427537,-0.336329747050136,7.09115650690687e-05,-0.290356911238231,0.000665870629778488,-0.0335104879624856,0.700692576229752,-0.402658005934374,1.41265976765871e-06,0.346735580043742,4.056850586595e-05,0.289039463073428,0.000706300436223196,-0.0704339247131323,0.418688823567148,0.109686554043693,0.207082453196061,0.348403238204888,3.70269848179393e-05,-0.184311447741616,0.0330175208329028,0.348068090767858,3.7714546467653e-05,-0.10313714166958,0.235670116250394,-0.0714188870702445,0.412195654826424,-0.375978422569551,7.57437195848533e-06,0.141149634392483,0.103785363256708,0.151638175464933,0.0802871221044937,-0.118683707938929,0.171994024250904,-0.113565146682486,0.19137352765479,0.498651715499414,8.69336549270075e-10
"MMT00060366","MMT00060366","9030625G08Rik",66816,"green",-0.240131121730545,0.00519496484899847,-0.21408726698258,0.0129955568960017,-0.26913374774714,0.00166376249046264,-0.287330746115433,0.000762096221827888,-0.0587607888491521,0.500047008378874,0.624743948022217,7.20504985545578e-16,0.728839701775146,1.82019541219612e-23,-0.623008327733012,9.12920323602674e-16,-0.207589232199492,0.0160936297247693,0.202729209281977,0.0188126216671019,-0.514762059897053,1.97877489715951e-10,0.768233370473975,2.42151416632922e-27,-0.2029453839584,0.0186837342390652,-0.092271874646577,0.288971142844459,-0.560726428744051,1.8422892903247e-12,-0.018873399018168,0.828638672679525,-0.357189881886094,2.26869156143722e-05,-0.0543145686444969,0.533083105768669,-0.105870849897847,0.223419008672613,0.808632500970157,3.30980181194533e-32
"MMT00019118","MMT00019118","A330080J22Rik",211586,"green",-0.23526948084203,0.00621065429194644,-0.214507308861966,0.012814584486406,-0.27466161097753,0.00131974915014041,-0.144376233457222,0.0960424977657149,-0.212235222776676,0.0138204097832247,0.312872203969722,0.000232617054073298,0.686987925062414,4.97449646751142e-20,-0.247757952441046,0.00389828048474435,0.239293810080916,0.0053585440246111,0.243047675590532,0.00465944294472554,-0.432092423616893,1.85580964374104e-07,0.462129073076081,1.89958192813207e-08,-0.219428190506202,0.0108531118289436,-0.0443874459408479,0.610570595689115,-0.765648439971635,4.58669562480928e-27,0.089382469651631,0.304401283820292,-0.2390760350719,0.0054018355990477,-0.0740300309511319,0.395270434011169,-0.0844306068770758,0.332080566163233,0.675489447038944,3.48245384263482e-19
"MMT00067495","MMT00067495","Ysg2",22619,"green",0.233452154931051,0.00663351598069705,0.288502820369564,0.000723405859617589,0.303986610347061,0.000355866776182525,-0.0753318046902324,0.386989915742669,0.254063986317863,0.00305434645674917,0.284420404367473,0.000866522109949576,-0.121162478859083,0.163148424847195,-0.0183060658324564,0.833714243724298,-0.167673157499303,0.0528057875332624,0.573894806815993,4.20858250771099e-13,0.0610465042940512,0.483491631976644,0.245048007998701,0.00432128595135388,-0.000215835154974693,0.998025185748696,-0.0238376426595987,0.784550112441098,-0.0509933008858867,0.558453045353195,-0.051155270389352,0.557202488455541,0.139363859541552,0.108276807022409,-0.240238428971705,0.00517432678818038,0.129679526944651,0.135332812933451,0.552282491212225,4.59102624658996e-12
"MMT00034749","MMT00034749","Mrg1",17536,"green",0.22991302119327,0.00753107373680147,0.389506206218966,3.2924201599074e-06,0.249306864065879,0.00367356617493349,0.295236280497268,0.000533957782279173,0.189395459415762,0.0283977067207899,-0.364691660754128,1.47609549513277e-05,-0.374270830519618,8.39237223775444e-06,0.0400189928735927,0.646164317112106,0.0292466414574239,0.737282386020972,-0.416408666740071,5.60599963709963e-07,-0.0371753022952966,0.669779211207861,-0.342974556518813,4.97552489132162e-05,0.0641103540761309,0.461769775689706,-0.0243336375767699,0.780179923528607,0.415791828312254,5.84849458747732e-07,0.0219757121698149,0.801014447438699,0.101860776977633,0.241548194546231,0.0619380698800204,0.477114702347156,-0.110516499519916,0.203645603724573,-0.544562731067291,1.03479739343469e-11
"MMT00042735","MMT00042735","AW209491",105351,"green",-0.228517863506427,0.0079134783302809,-0.2092927575081,0.0152249577791736,-0.149505581055574,0.0846821301726734,-0.0804436536881957,0.355498267470209,-0.107254002236448,0.217395004428588,-0.420768075777789,4.14598326708297e-07,-0.059111723746663,0.497486024809857,-0.0216288706402954,0.804091349740424,0.047120414817021,0.588749886465911,-0.791749949974669,4.82236425611723e-30,-0.154477680325822,0.0747216565800685,-0.409943798348311,8.70146110104547e-07,0.0323943983105693,0.710208071872117,0.0901055327449369,0.300490145838932,0.315133926777672,0.000208310499722115,-0.0448096736769988,0.607176325686518,0.0328857857799591,0.706013019145949,0.000737696094883727,0.993250418103027,-0.138768428059501,0.109807736101723,-0.762904461220075,8.95581867046835e-27
"MMT00006538","MMT00006538","B230208H17Rik",227624,"green",-0.228406768503555,0.00794465523755396,-0.156888542795046,0.0702446958452887,-0.185946959950158,0.0314664884381609,-0.296732191822098,0.000498622206853725,0.020300225489383,0.815905427150478,0.643502225151843,5.06288474430226e-17,0.616922307052217,2.0696236498711e-15,-0.53743163523832,2.15275280251752e-11,-0.22979168533945,0.00756366842870441,0.28862246606246,0.000719559542239854,-0.401741987333484,1.50018766167814e-06,0.685355476722898,6.5932615919527e-20,-0.110396284619952,0.204140861933926,0.0595707415226303,0.494146745720031,-0.449626021415261,5.03871623183058e-08,0.0585757599613698,0.50140005462983,-0.354837813215281,2.59024925222267e-05,0.00124208941937887,0.988635695736472,-0.0198256141026882,0.820135784505677,0.792119395448272,4.34586520271836e-30
"MMT00050978","MMT00050978","D8Ertd233e",52202,"green",-0.227255393939025,0.00827422849043371,-0.151166147495315,0.0812437781523745,-0.0171497527822448,0.844080064622652,-0.00627352925961064,0.942648310301226,0.00277827599289148,0.974583996211818,-0.309309128901962,0.000276299948586297,-0.135858144494922,0.117535056109917,-0.0991380765431348,0.254426003895151,-0.100043458929211,0.250092355535825,-0.775080757310523,4.28062733991708e-28,-0.09339103787138,0.283137036839358,-0.387863476907231,3.65019454609215e-06,0.0194502339905071,0.82348533738767,0.0878148051634123,0.312995229350207,0.46108033030558,2.06466840563532e-08,-0.127057229832563,0.143480938491037,0.0358331805209878,0.681039533248193,0.0502098633429691,0.564520882744059,-0.0336041896912662,0.699895783272306,-0.771806470249094,9.87741533579923e-28
"MMT00010351","MMT00010351","Cadps2",320405,"green",-0.22457679325272,0.00908816052252772,-0.297165877337059,0.000488788512833209,-0.317961033672331,0.000181243474526957,-0.236113794032119,0.00602249034829239,-0.153201573246841,0.077183035723112,0.608204241838508,6.4846250291974e-15,0.635218566113234,1.67264204731049e-16,-0.485096966173203,2.8492599225088e-09,-0.223430807666102,0.00945744056843347,0.361630919787237,1.76131854998137e-05,-0.303520676396481,0.00036375603519137,0.75136773596501,1.3558491004505e-25,-0.187972272119887,0.0296318233725582,-0.150435680852752,0.0827422168802341,-0.514161937109597,2.0938551985499e-10,-0.0492349442407554,0.572115287554551,-0.267915366424991,0.00174978900657042,-0.070963282469509,0.415191770341087,-0.0343916020451224,0.693212993985941,0.81806506491048,1.64111704289364e-33
"MMT00020651","MMT00020651","Kdr",16542,"green",0.223458669937767,0.00944830768094336,0.513333483573659,2.26338905846187e-10,0.206656093961344,0.0165874764271629,0.303477139790091,0.000364501401752104,0.191831822046896,0.0263865790834108,0.214393786046,0.0128632763694901,0.228096787604735,0.00803222182392998,-0.107023904060453,0.218389054412651,0.0812499521213771,0.3506811973578,0.431678964941963,1.91207169237942e-07,-0.131434144199844,0.130081356933567,0.352148047356906,3.01035393813191e-05,-0.0961856834942701,0.268915262093821,-0.0378545476466589,0.664108030662332,-0.456601983107584,2.93790116651398e-08,0.00404549206345282,0.962998282534012,-0.25547527058154,0.00288968047609334,-0.0455750915733731,0.601044506810998,-0.113590169548624,0.1912750767435,0.595157567022323,3.36039226822881e-14
"MMT00067716","MMT00067716","LOC239447",239447,"green",-0.223453769546035,0.00944991340133145,-0.330260180237922,9.73308499037497e-05,-0.264334352611797,0.00202655391739641,-0.315751272852877,0.000202098070585789,-0.0873053249743014,0.315821877158875,0.577201321466868,2.87480567544532e-13,0.53138038645966,3.95525581584681e-11,-0.518792752355627,1.34977410377243e-10,-0.318772085506296,0.000174104503602971,0.32597504729037,0.000121236697189324,-0.287505279382018,0.000756216985398648,0.699981980740346,4.93720969330118e-21,-0.178651443848091,0.0388935798767928,0.0184030604749651,0.832846002273559,-0.365112077235043,1.44050448655203e-05,-0.0524939629033064,0.54691846629151,-0.140585009696146,0.105189357174966,-0.0803096961713122,0.356302549041587,-0.0685072504592873,0.431560681364191,0.74702253818576,3.63135467289071e-25
"MMT00036444","MMT00036444","Rpl6",19988,"green",-0.222439819069577,0.00978737666853612,-0.181079957852298,0.0362727853717553,-0.207118613639802,0.0163410757220202,-0.273135219873041,0.00140759429128007,-0.0360552261987253,0.679171642353037,0.733047848518015,7.56925685795236e-24,0.357927369402364,2.17586516743577e-05,-0.399079624193317,1.78478998718318e-06,-0.450665528273874,4.65307612017164e-08,0.607308119289142,7.27795300667618e-15,-0.0625794193330476,0.472555743082179,0.651530145990323,1.53468668414714e-17,-0.118372121397158,0.173130561773387,0.102508558482899,0.238552322225841,-0.242735644464775,0.00471427555229356,-0.121045841062794,0.163556897592659,-0.128364701345286,0.139372986146119,-0.0116291417123681,0.893908383018536,0.10013576299392,0.249653419015617,0.856744467704544,8.86760272068753e-40
"MMT00081213","MMT00081213","Slfn5",327978,"green",0.221944551848974,0.00995603772892235,0.347240740546143,3.94635132584886e-05,0.209237251847329,0.0152526049512555,-0.137855868809094,0.112186797927801,0.490766360684489,1.74515192826356e-09,0.429719516911099,2.20161097991114e-07,0.171027258185342,0.0481753440752869,-0.317285403093748,0.000187397169770551,-0.40555466527437,1.16671513635738e-06,0.579246126833962,2.26626765304927e-13,0.0373569931767305,0.668260389965027,0.546627613608886,8.34315642647706e-12,-0.0696265053525017,0.424055683693424,-0.114638128195398,0.187184966285564,-0.184800554473939,0.0325470386513546,-0.0950482839508038,0.274643791050889,-0.173145768990534,0.0454282881635059,-0.0155837900479699,0.858160548215763,0.0387225223092578,0.656888723971899,0.737885834320924,2.703614915706e-24
"MMT00064106","MMT00064106","Ugcg",22234,"green",-0.217860406847853,0.0114472632074895,-0.0818419445259084,0.347170631606386,-0.133822703315644,0.123185632337206,-0.188974226105682,0.0287583338429751,0.0157194119251567,0.856939260459511,0.508712631575794,3.48096145763535e-10,0.609607281628759,5.40864639300629e-15,-0.581015717045789,1.84219582758527e-13,-0.289627666263464,0.000687978877480084,0.313730110903471,0.000223103095238253,-0.308714394850711,0.000284292069933893,0.820359193370515,7.69774089162616e-34,-0.225748514719664,0.00872380285370056,-0.0943118015459532,0.278396727786112,-0.475650917834017,6.32344495577031e-09,-0.0502046116945967,0.564561663120394,-0.327494764648714,0.000112193524791457,0.142621059407734,0.100195653940249,-0.130428836851222,0.133070705388688,0.795798112384097,1.52443835449129e-30
"MMT00031294","MMT00031294","Zfp297b",71834,"green",-0.216411368846195,0.0120215996266581,-0.194352354979521,0.0244352775856235,-0.257858590839791,0.00262970141147947,-0.258223275895145,0.00259184129961534,-0.100200903831373,0.249343973145283,0.567531801284253,8.66003769101839e-13,0.607701061339674,6.91909901499063e-15,-0.552502091084777,4.48473857916747e-12,-0.29242202236359,0.000606757767574303,0.387626532041693,3.70474342424928e-06,-0.272579469636294,0.00144087936426594,0.803358914119205,1.65227539571122e-31,-0.162529147979228,0.0606168269350781,-0.0104743274784616,0.904390895922777,-0.482149824719274,3.66337433812355e-09,-0.0213442845247654,0.806618216799183,-0.322765516778867,0.000142611768027619,-0.0189475286279621,0.827975999332231,-0.0401176334604824,0.645351294385873,0.843548849862801,1.88634591816991e-37
"MMT00066012","MMT00066012","6430548M08Rik",234797,"green",0.214950546642035,0.0126260125544237,0.253311234574146,0.0031455930054041,0.130886441720131,0.131703532659916,-0.0637405230540055,0.464362844500242,0.382299855610831,5.1554604693066e-06,0.383331113946952,4.83814950343959e-06,0.352344724041104,2.97758759378038e-05,-0.25830058944064,0.0025838784976689,-0.17688726151183,0.0408956353846438,0.497646134815229,9.51068504928844e-10,0.0383005200214244,0.660394790908994,0.483863564873232,3.16619465549601e-09,0.0737433385981637,0.397108193361606,-0.102221370650252,0.23987729949043,-0.422872560933323,3.57859680187494e-07,-0.110368867832399,0.204253934119417,-0.359743200219889,1.96231135768883e-05,0.0723693632367523,0.405986152017983,0.0474263853280439,0.586329261186622,0.671571909554589,6.62507929103461e-19
"MMT00045544","MMT00045544","Cdkn1c",12577,"green",0.210948466509296,0.0144200702175071,0.211970796458005,0.0139418306073378,0.0486828343709301,0.576437278082963,-0.125470356945818,0.148589312933371,0.122197636085691,0.159556506689691,0.37677014264172,7.22123147018258e-06,0.208583123866147,0.0155817302172062,-0.164361673100044,0.0577321701799819,-0.173801766387169,0.0446046024995615,0.569672681294077,6.80500598821405e-13,-0.0101614788791361,0.90723360938121,0.511351483334788,2.72449022294575e-10,-0.0535973790580308,0.538512305983184,-0.134713973312883,0.120686101281159,-0.313361174559619,0.000227149364406582,0.0149286641073251,0.864064695149785,-0.108768997440424,0.210930316497871,-0.0868639490324274,0.318284029704105,0.00577009096422505,0.94724374387732,0.699249503081923,5.64241272197729e-21
"MMT00037437","MMT00037437","Sfxn5",94282,"green",0.210766353622877,0.0145067458911232,0.235841546081191,0.00608260139662206,0.0607366474508315,0.485718545735971,-0.01867248569515,0.830435319822526,0.0861454369099966,0.322318660738159,0.447496062970381,5.92672839662656e-08,0.375906203775033,7.6073844000255e-06,-0.302451441882172,0.000382475482038798,-0.142478495860537,0.100539113939284,0.632354287638682,2.50745129154789e-16,-0.116458569110484,0.180232337511558,0.684679392890882,7.40523482181571e-20,-0.129306781733653,0.136468983600076,-0.0853802410557851,0.326651542917096,-0.516374114753922,1.69907352129912e-10,0.0397507788056219,0.64837712206241,-0.23853886823331,0.0055099567030052,-0.0749598529991036,0.389345139443871,-0.0407925832367162,0.639799453495424,0.908728742612673,6.20696787347297e-52
"MMT00003950","MMT00003950","AB041803",232685,"green",-0.20962822977534,0.0150587869773527,-0.114002030186363,0.189659926945301,-0.245760238213675,0.00420630092024257,-0.26100599321489,0.00231879030269825,-0.0417169623106938,0.632228207742714,0.658396001134716,5.37208891186665e-18,0.664329395109579,2.12083487186248e-18,-0.56359602400956,1.34285879062764e-12,-0.317133264448089,0.000188809379643809,0.35501118732724,2.56515599772023e-05,-0.261940029234424,0.00223315194222826,0.758399297432422,2.63515524701935e-26,-0.165692124348199,0.0557093234704594,-0.0262820393060911,0.763080218097509,-0.509654059991938,3.19035902727777e-10,0.01572919388626,0.856851186034588,-0.442564758189011,8.59388412889412e-08,0.0659903218790428,0.448712735610989,-0.0236427539067254,0.786269116318309,0.831676536181252,1.5595893007314e-35
"MMT00046867","MMT00046867","Tnfrsf21",94185,"green",0.207941826020189,0.0159103795458781,0.211175416302227,0.0143126868434156,0.174333567863486,0.0439460356904561,-0.0726917184350397,0.403892798133418,0.28959595988391,0.000688955234998751,0.504421976273465,5.16173939201997e-10,0.0294976747225472,0.73511082923504,-0.247517969403658,0.00393418017438299,-0.483823123562747,3.17714059233698e-09,0.547217738012559,7.84303969268328e-12,0.215082316654751,0.012570422392264,0.475452037058071,6.42881611143569e-09,0.0372808326293331,0.668896881145359,-0.0602205133190714,0.489440104636376,0.0173258080765552,0.842500038587504,-0.116628126618624,0.17959455035036,-0.121918843942009,0.160518024057081,-0.00672558419314962,0.938523512169647,-0.0466420074752375,0.592543825207154,0.568963301050698,7.37227465250492e-13
"MMT00011968","MMT00011968","Atp6v0a2",21871,"green",0.207926499573584,0.0159183071414934,0.175332645480488,0.0427307475872271,-0.0375058261430554,0.667017239423158,-0.0705902972017518,0.417654013471108,0.0214605281049319,0.805585836359747,0.402019232487764,1.4731665778986e-06,0.341676595583895,5.33544913029039e-05,-0.0498775055948231,0.567104482536635,0.0420991392300285,0.629108982773615,0.675177210871277,3.66693984202699e-19,-0.0658890820353993,0.449410561032931,0.522680287020226,9.28862933546049e-11,-0.0239795491329018,0.783299088306633,-0.0387810907984225,0.656402714327105,-0.603360729072182,1.20487385004055e-14,0.0280741264140918,0.74745242441222,-0.180407405284137,0.036983241611094,-0.0306243513367562,0.725390523196814,-0.0937411592995145,0.28132819816197,0.848802179740962,2.3743774437756e-38
"MMT00070211","MMT00070211","Pabpc1",18458,"green",0.20695848652349,0.0164260189330226,0.121841747218608,0.160784683043017,0.0875339682712877,0.314551297703928,-0.0222724723839318,0.798384245252952,0.178122092231839,0.0394854743326815,0.362672024392616,1.65893147213814e-05,0.0294789836823657,0.735272443735072,0.0509660486938949,0.558663590366899,-0.0754431382894016,0.386286617935575,0.670922424579436,7.36353355082395e-19,0.149477617636654,0.0847410120144279,0.224293912802099,0.00917811230837475,0.0513653904979889,0.55558217539167,-0.067815484838182,0.436237016362908,-0.233378620244416,0.00665115245284614,-0.0734822878680684,0.398786008202406,0.0132285461846729,0.879420802998675,0.0461339123668799,0.596585291444884,-0.0523045126688852,0.548368188546881,0.637990180211257,1.12590976636021e-16
"MMT00077125","MMT00077125","BC013481",245945,"green",-0.206614492922916,0.0166097960701688,-0.112566465618952,0.195332919367865,-0.218487250511799,0.0112063644981036,-0.157573538575081,0.0690131394187295,-0.139443001039094,0.108074587789728,0.446750597888165,6.27153853709457e-08,0.804930575695133,1.02851025906471e-31,-0.491313714080958,1.66369101026775e-09,0.0812686177986402,0.350570169720309,0.106643392462603,0.220039983892574,-0.563327900891676,1.38330380748813e-12,0.623010786514016,9.12615206530522e-16,-0.271040743564609,0.00153681300821606,-0.0676302686063891,0.437493960314087,-0.755311817083499,5.44674508245268e-26,0.0221951831635062,0.799069047362677,-0.447609667613146,5.87580268741077e-08,-0.0273280165489579,0.753946781723475,-0.150485052878622,0.0826402450089243,0.69803804814382,7.03041098423452e-21
"MMT00042643","MMT00042643","BC042593",216227,"green",0.206064042908281,0.0169075854254425,0.119303935552379,0.169748135964746,0.140091948210844,0.106427551653456,-0.0531004298753237,0.542290275514903,-0.0123190898517992,0.887654178384328,0.319344707459446,0.000169222623914988,-0.0383204243137902,0.660229256180057,-0.0257669116978326,0.767590393601849,-0.229082297660184,0.0077567469248495,0.642678422421715,5.71115358445045e-17,0.236248637527125,0.00599291392490798,0.444944132434505,7.18860134159252e-08,0.063139647327745,0.468592911637876,-0.0380331170396574,0.662620247233625,-0.130542231989444,0.132730910105565,-0.00687814634617706,0.937131813538006,0.0951292354078352,0.274233375370685,-0.0678828450418624,0.435780396560083,0.165806733511101,0.0555378345799417,0.578928158124858,2.35191234791262e-13
"MMT00014928","MMT00014928","Ski",20481,"green",-0.205899059347141,0.0169977378112288,-0.17637342595213,0.0414947353443694,-0.179944446504147,0.0374790692757996,-0.334461058670158,7.82287064666972e-05,0.0341743694119263,0.695054323882337,0.785990693510255,2.376908187325e-29,0.561107636284644,1.76681283996849e-12,-0.639957985343486,8.47995901331336e-17,-0.46725513326245,1.25891291128718e-08,0.290128980745481,0.000672709542832524,-0.303328177690827,0.000367062392211979,0.740805953293156,1.4364016360247e-24,-0.142345755672457,0.100859741120942,0.00800224697454583,0.926883697457429,-0.290716322227589,0.000655216449260526,-0.0833425090287946,0.33837161100057,-0.31786386573876,0.000182116772031127,-0.0216426686391839,0.80396888719741,-0.110301082786071,0.204533686225171,0.772078411855081,9.21964193508514e-28
"MMT00041468","MMT00041468","4631426J05Rik",77590,"green",0.20565582456587,0.0171314097011846,0.276914103331879,0.00119922658967749,0.0811663182818705,0.351178940776376,0.0350938603309455,0.687272731671154,0.124836756715771,0.150666887597624,0.3632146362428,1.60781748705114e-05,0.145543506146694,0.0933567070052568,-0.0593130710278281,0.496019795515951,-0.176780573764052,0.0410194269393002,0.700605653489458,4.40527328759369e-21,0.191189942785979,0.02690425053785,0.500458338158085,7.39195256897861e-10,-0.130386928899322,0.133196453393605,-0.0746342627467424,0.391413859129102,-0.312868831251055,0.000232655188370271,0.0210762633430167,0.808999828762379,-0.127096483199024,0.143356285840236,-0.0387598068346162,0.656579315070054,0.12468278383895,0.151175054959541,0.719630731082772,1.17404145115767e-22
