"","substanceBXH","geneSymbol","LocusLinkID","moduleColor","GS.weight","p.GS.weight","MM.brown","p.MM.brown","MM.red","p.MM.red","MM.salmon","p.MM.salmon","MM.blue","p.MM.blue","MM.black","p.MM.black","MM.turquoise","p.MM.turquoise","MM.tan","p.MM.tan","MM.yellow","p.MM.yellow","MM.midnightblue","p.MM.midnightblue","MM.cyan","p.MM.cyan","MM.lightcyan","p.MM.lightcyan","MM.grey","p.MM.grey","MM.lightgreen","p.MM.lightgreen","MM.pink","p.MM.pink","MM.greenyellow","p.MM.greenyellow","MM.purple","p.MM.purple","MM.magenta","p.MM.magenta","MM.grey60","p.MM.grey60","MM.green","p.MM.green"
"MMT00020295","MMT00020295","4931409K22",231045,"black",-0.379652119167033,6.06278913798608e-06,-0.379787128037253,6.01308469206665e-06,-0.47563708895815,6.33071774110124e-09,-0.427376639561235,2.60288397990681e-07,-0.198431746750646,0.0215391243027385,0.912001869451048,6.21810011992452e-53,0.440467649154626,1.00472258499399e-07,-0.408491249230336,9.59281350583091e-07,-0.42696810495983,2.67965046883051e-07,0.284423650558419,0.000866398661792883,-0.177217425969522,0.0405145213404685,0.512446555764827,2.45956243532745e-10,-0.103716389767272,0.233035769810824,0.0988471756598691,0.255829310741572,-0.204237483264103,0.0179291726659313,-0.0917565891617957,0.291684016468243,-0.162620579989477,0.0604701530785865,-0.0216188854425484,0.804179975172772,0.0247706202646834,0.776335365073794,0.586769159354013,9.31151916806742e-14
"MMT00019176","MMT00019176","P2ry1",18441,"black",-0.37652325029663,7.32965038432271e-06,-0.362354116685358,1.68958554004252e-05,-0.473561706447674,7.51833455796563e-09,-0.452809725854263,3.94500169891148e-08,-0.155843886752769,0.0721571539267293,0.902074390251368,5.16439093807145e-50,0.431505124940987,1.93621069072715e-07,-0.432716021379147,1.77393494672964e-07,-0.455131355466048,3.29506465795072e-08,0.261349957626043,0.00228691353688925,-0.191953455783223,0.0262894472198904,0.517001907437832,1.60082480414074e-10,-0.117827026114399,0.175132173068122,0.0987838321488061,0.256135583590082,-0.177609854171816,0.0400654113429936,-0.108025687757221,0.214084732307553,-0.163901420098864,0.058445847651303,0.0134950492979457,0.877010530103987,0.0312495248716165,0.720015585906015,0.574359248836553,3.99022233132586e-13
"MMT00052718","MMT00052718","Tff1",21784,"black",-0.373845993011571,8.60848097138716e-06,-0.389205034847475,3.35542005285894e-06,-0.468644429483698,1.12477524152605e-08,-0.453067296077173,3.86724710696369e-08,-0.168062816549923,0.0522496538051513,0.918173879112533,6.29187442597472e-55,0.417520124579297,5.19304754080789e-07,-0.429983529534739,2.16029062591675e-07,-0.467835823869144,1.20107662975541e-08,0.300312341759875,0.000422624416540769,-0.176703901203524,0.0411085850775205,0.521988259127798,9.93104757854401e-11,-0.0662222661245958,0.447116286128945,0.0966804272789845,0.26644896984282,-0.168489699186358,0.0516459603902288,-0.100717732686041,0.246898214832845,-0.133054309063534,0.125372478426111,-0.0182652019105499,0.834080094643854,0.061226907430742,0.482197618193948,0.5999440747482,1.85360366599086e-14
"MMT00033201","MMT00033201","Acac",107476,"black",-0.373657666329724,8.70595238918819e-06,-0.344248206162363,4.64456082421767e-05,-0.422759482151303,3.60709927480036e-07,-0.366423517955976,1.33460933345554e-05,-0.209069631911936,0.0153363612458618,0.897622337863136,8.36273539066277e-49,0.295667263038973,0.000523547846874738,-0.306469541664154,0.000316427688060813,-0.395994864982121,2.17863137894979e-06,0.279980442396899,0.00105129303211976,-0.141264905373387,0.103500548602457,0.38230986773826,5.15228723535086e-06,-0.0292903184006226,0.736904410169941,0.197031331258492,0.0224981493485413,-0.0953828434772248,0.272950290715005,-0.0870491895214797,0.317249182505472,-0.0325361357319454,0.708997139275857,-0.0616974927504705,0.478830935210214,0.0682533664064582,0.433273591614402,0.492778168632514,1.46334676264248e-09
"MMT00038489","MMT00038489",NA,NA,"black",-0.373320159081197,8.88324821067518e-06,-0.350406343708318,3.31567172448385e-05,-0.423126996118844,3.5152478451055e-07,-0.379413411066374,6.15162362258516e-06,-0.187065863855375,0.0304413491892839,0.904367110876033,1.16786237537389e-50,0.283935574908213,0.000885141576196811,-0.320351198035027,0.000160949022104354,-0.460665539244567,2.13368979296957e-08,0.27271101066396,0.00143293694287457,-0.0967137588769069,0.266283367242076,0.393482563327342,2.55899417633818e-06,-0.0782824552802102,0.368612221867099,0.210045032207027,0.0148545321685369,-0.0629976684369797,0.469595490513454,-0.116344114103037,0.180663797142213,-0.0280496510203207,0.747665187285258,-0.025371168793071,0.771060603477659,0.113269341639575,0.192540148482707,0.466160401423218,1.3753020299192e-08
"MMT00069185","MMT00069185","Bicd2",76895,"black",-0.371865703342845,9.68704120991671e-06,-0.376587566476368,7.30125967115982e-06,-0.447787918502998,5.79674166609382e-08,-0.443888366213899,7.78261370253735e-08,-0.151228866673062,0.0811161411695779,0.907901790106475,1.09491141653361e-51,0.389749053138579,3.24243908089883e-06,-0.392247741056187,2.76827479245508e-06,-0.446216389705779,6.53036264692322e-08,0.297693475396895,0.000477066511305222,-0.171453457267128,0.0476118767146739,0.500568971918145,7.31868260846551e-10,-0.0964716845067198,0.267487667333385,0.142103009315427,0.101448165291877,-0.157826503065014,0.068562791212836,-0.0853779662276931,0.326664479527499,-0.103921760422174,0.232106747113038,-0.0377135210658786,0.665283945282662,0.124073408886525,0.153198887549569,0.578145258959654,2.57639683814831e-13
"MMT00036859","MMT00036859","Plekhm1",353047,"black",-0.370470802486289,1.05220473385774e-05,-0.596234682982931,2.94185257161301e-14,-0.565163767957458,1.1283536267584e-12,-0.345896382197487,4.24685613353841e-05,-0.256035099581337,0.00282661117358259,0.565571852618821,1.07821441885303e-12,0.33439273505326,7.85091602513808e-05,-0.370863484610617,1.02803564124384e-05,-0.41373744477236,6.73025799254884e-07,-0.0787625438617963,0.365673677811083,-0.0626306998870668,0.472192247858155,0.361091840683168,1.81664471711862e-05,-0.10335762511611,0.234664940846814,0.123249343658085,0.155968054291658,0.038971845800616,0.654820799319794,-0.161172700885947,0.0628272597059739,-0.184776402821318,0.0325701366788209,0.0766533931760613,0.378691266684504,-0.0726339449469759,0.404267504911444,0.15909009076434,0.0663488718744136
"MMT00002532","MMT00002532","Onecut1",15379,"black",-0.369149431863909,1.13753196025711e-05,-0.482815884555832,3.46181327277695e-09,-0.44046791198136,1.00470297686389e-07,-0.17610189710773,0.0418142765765463,-0.347170093910963,3.96163295853515e-05,0.479425556364291,4.61170672030035e-09,0.345569776056197,4.32303534039086e-05,-0.239982437394573,0.00522368234975003,-0.211228375006015,0.014287729526417,0.306455981013585,0.000316631640244513,-0.0785854987628844,0.366755655423498,0.464141568540518,1.61757655685962e-08,-0.189425561657701,0.0283720836330745,0.0397338914086592,0.648516548574542,-0.222238612456161,0.00985559069738906,-0.0358032646249877,0.681291339687074,-0.058404468305925,0.502654352173607,0.0402936597903718,0.643901478267574,-0.00932947536437709,0.914799270574742,0.504978442159708,4.90613811627763e-10
"MMT00007805","MMT00007805","Gast",14459,"black",-0.368415382531819,1.18771257212027e-05,-0.380925054725694,5.60919926548275e-06,-0.474670269459642,6.85960806996003e-09,-0.45483711237968,3.37135982785251e-08,-0.19813990252238,0.0217360287305527,0.927746923784576,2.34799919374276e-58,0.448713694144875,5.40224300037474e-08,-0.425792481834997,2.91280411635015e-07,-0.438319046916766,1.17786844419437e-07,0.276995635628622,0.00119505889044595,-0.190772135091274,0.0272458468544579,0.510907202921469,2.83965087495952e-10,-0.0469923504407276,0.589764394835081,0.0890728734499201,0.306086098707695,-0.196720871290558,0.0227156569833032,-0.099618995870835,0.252117676397874,-0.159107373621484,0.0663189992400427,-0.00948428487535623,0.913390941969871,0.0369494646535313,0.671668933393488,0.592586353892204,4.60708367398032e-14
"MMT00002042","MMT00002042","Waspip",215280,"black",-0.368258899970753,1.19867663249607e-05,-0.353988825632541,2.71649452091509e-05,-0.409769705474832,8.8039780465055e-07,-0.459268955700439,2.38273279139823e-08,-0.132332969583077,0.127452512160867,0.856370696127385,1.03970553445339e-39,0.26908420359964,0.00166718423275467,-0.319227718337076,0.000170209545333008,-0.434428787949197,1.56643962399951e-07,0.175149130718825,0.0429518465658838,-0.127310464720076,0.142678211688612,0.326945434582238,0.000115387169322205,0.0787580102585738,0.36570135947288,0.143623913748976,0.0978056708793381,-0.021305672117791,0.806961214433521,-0.127372412737931,0.142482363056403,-0.0380877202280228,0.662165573096594,-0.0405166800498764,0.642066525867759,0.132528504717334,0.126886068395385,0.369777195465963,1.09621095708367e-05
"MMT00064154","MMT00064154","Qk",19317,"black",0.368258155196745,1.19872904318736e-05,0.581794089643762,1.68107570963485e-13,0.513306149992196,2.26920253583919e-10,0.210782239848509,0.0144991668873633,0.416036256460613,5.7512315958786e-07,-0.555624609668417,3.2083770495776e-12,-0.450884133434221,4.57565700076027e-08,0.258962575045793,0.00251659818624494,0.0883531995431046,0.310026115141808,-0.244626897030492,0.00439058942837696,0.16061992440672,0.0637467450685893,-0.422432408651355,3.690765237269e-07,0.113548479020988,0.191439125981481,-0.117649762865767,0.175786754930828,0.298356010637806,0.00046271370209692,-0.0329546349165983,0.705425944465443,0.20769625135852,0.0160378168081698,-0.0730960020813939,0.401276455144108,-0.0965136895601496,0.267278430660953,-0.478316475364342,5.06191780499178e-09
"MMT00064714","MMT00064714","1700011F14Rik",75645,"black",-0.366613726076509,1.31987444414212e-05,-0.382546694718734,5.07776437174784e-06,-0.495248774119837,1.17689671004814e-09,-0.455402024318277,3.22634614457041e-08,-0.201348909210035,0.0196538476575112,0.909791286861294,2.96952412923556e-52,0.45041970302833,4.74163448199887e-08,-0.405799218710322,1.14793023526782e-06,-0.40382858413079,1.30785883259706e-06,0.231696772668011,0.00706606609528985,-0.210354506224855,0.0147044390451968,0.487461046162853,2.32502067032021e-09,-0.0733869211518907,0.399399996027003,0.112639348087854,0.195041974920133,-0.208792212578669,0.0154758616001641,-0.115358273953279,0.184411540107695,-0.162164131096475,0.0612052886581122,-0.0139559579101701,0.872844712321569,0.00882573810707827,0.919383662404644,0.550948334988795,5.29119298900963e-12
